104	99	105	1	0.006545	0.004147	3.46E-08	0.006545	0.004147	3.46E-08	210	1
105	105	106	1	0.133199588	0.078885198	5.15964E-05	0.133199588	0.078885198	5.15964E-05	319	1
106	97	107	1	0.597379983	0.378507972	3.1542E-06	0.597379983	0.378507972	3.1542E-06	210	1
107	96	108	1	0.0004165	0.0002639	2.2E-09	0.0004165	0.0002639	2.2E-09	210	1
108	94	109	1	0.197196499	0.095017604	9.446E-07	0.197196499	0.095017604	9.446E-07	170	1
109	92	110	0.05	0.2	-8.62513E-17	0	0.2	-8.62513E-17	0	471	1
110	81	111	1	0.514080048	0.325727999	2.7143E-06	0.514080048	0.325727999	2.7143E-06	210	1
111	72	112	1	0.40132761	0.229805201	3.78742E-05	0.40132761	0.229805201	3.78742E-05	210	1
112	57	113	1	0.108601607	0.059906002	7.31313E-05	0.108601607	0.059906002	7.31313E-05	277	1
113	113	114	1	0.059145603	0.032207999	3.95539E-05	0.059145603	0.032207999	3.95539E-05	277	1
114	114	115	1	0.094356209	0.0534182	5.12588E-05	0.094356209	0.0534182	5.12588E-05	277	1
115	113	116	1	0.12669	0.075029999	4.90748E-05	0.12669	0.075029999	4.90748E-05	319	1
116	116	117	1	0.087138005	0.051606003	3.37539E-05	0.087138005	0.051606003	3.37539E-05	319	1
117	117	118	1	0.127126202	0.077129401	5.12052E-05	0.127126202	0.077129401	5.12052E-05	319	1
118	118	119	1	0.0962511	0.036392096	2.31747E-05	0.0962511	0.036392096	2.31747E-05	185	1
119	119	120	1	0.150627196	0.089450501	5.88073E-05	0.150627196	0.089450501	5.88073E-05	319	1
120	120	121	1	0.148278803	0.088519402	5.87641E-05	0.148278803	0.088519402	5.87641E-05	319	1
121	121	122	1	0.062970802	0.038158499	2.53227E-05	0.062970802	0.038158499	2.53227E-05	319	1
